Ax	Ay	Gx	Gy
0,204556	0,001403	0,507452	0,085169
0,205829	0,001678	0,494534	0,081967
0,206929	0,001915	0,482139	0,079380
0,208219	0,002095	0,469457	0,077290
0,209334	0,002251	0,456870	0,074886
0,210298	0,002386	0,443894	0,071598
0,211130	0,002502	0,431143	0,069587
0,212050	0,002537	0,417303	0,066078
0,212845	0,002568	0,402721	0,063552
0,213532	0,002595	0,387443	0,060428
0,214126	0,002618	0,370750	0,057313
0,214605	0,002524	0,354028	0,053807
0,215020	0,002443	0,335327	0,049729
0,215377	0,002374	0,318135	0,046367
0,215687	0,002313	0,298685	0,042286
0,215733	0,002140	0,279615	0,037602
0,215773	0,001990	0,260676	0,034079
0,215808	0,001861	0,241072	0,029678
0,215837	0,001749	0,221400	0,024446
0,215899	0,001467	0,202537	0,020485
0,215507	0,001223	0,182474	0,015290
0,215169	0,001012	0,162712	0,010656
0,214876	0,000830	0,143247	0,005747
0,214624	0,000472	0,124309	0,001161
0,213898	0,000163	0,105285	-0,002911
0,213271	-0,000105	0,085572	-0,007099
0,212729	-0,000336	0,067016	-0,010665
0,212261	-0,000535	0,048304	-0,013909
0,211247	-0,000948	0,029782	-0,017074
0,210370	-0,001305	0,010737	-0,020225
0,209613	-0,001614	-0,007891	-0,023527
0,208958	-0,001881	-0,027173	-0,026381
0,207518	-0,002391	-0,046421	-0,030022
0,206274	-0,002832	-0,066510	-0,033006
0,205199	-0,003213	-0,086474	-0,036236
0,204270	-0,003542	-0,106928	-0,040040
0,202519	-0,004100	-0,127208	-0,043110
0,201006	-0,004583	-0,148586	-0,046505
0,199699	-0,005000	-0,170388	-0,049981
0,198569	-0,005360	-0,192195	-0,053510
0,196464	-0,005994	-0,213951	-0,057048
0,194646	-0,006541	-0,235810	-0,060955
0,193074	-0,007014	-0,256906	-0,064422
0,191716	-0,007423	-0,277651	-0,068250
0,189245	-0,008016	-0,298310	-0,072046
0,187110	-0,008528	-0,318135	-0,075291
0,185265	-0,008971	-0,337491	-0,078312
0,183670	-0,009353	-0,356679	-0,081773
0,180726	-0,009981	-0,374690	-0,084818
0,178182	-0,010523	-0,392118	-0,087920
0,175983	-0,010991	-0,409132	-0,091215
0,174083	-0,011396	-0,426222	-0,094208
0,170877	-0,012108	-0,442186	-0,097119
0,168106	-0,012723	-0,457881	-0,099292
0,165711	-0,013255	-0,473813	-0,102237
0,163641	-0,013714	-0,488323	-0,105107
0,160270	-0,014574	-0,502690	-0,107262
0,157356	-0,015316	-0,516733	-0,109161
0,154838	-0,015958	-0,530261	-0,111362
0,152662	-0,016513	-0,544086	-0,113464
0,150781	-0,017421	-0,557770	-0,115750
0,147643	-0,018206	-0,570970	-0,117039
0,144931	-0,018884	-0,584168	-0,119129
0,142587	-0,019471	-0,598159	-0,120284
0,140561	-0,019977	-0,612022	-0,121156
0,137034	-0,020924	-0,625558	-0,121476
0,133987	-0,021742	-0,639010	-0,122259
0,131353	-0,022449	-0,651901	-0,122284
0,129076	-0,023060	-0,664615	-0,122614
0,125389	-0,024046	-0,676742	-0,121814
0,122203	-0,024898	-0,687819	-0,121665
0,119449	-0,025635	-0,698459	-0,121518
0,117069	-0,026271	-0,707781	-0,121373
0,113247	-0,027247	-0,716524	-0,120308
0,109945	-0,028091	-0,723773	-0,119477
0,107091	-0,028820	-0,729948	-0,118850
0,104624	-0,029451	-0,736080	-0,118127
0,100732	-0,030353	-0,741325	-0,117466
0,097369	-0,031133	-0,746111	-0,116714
0,094462	-0,031807	-0,750971	-0,115269
0,091950	-0,032389	-0,755514	-0,113785
0,088007	-0,033222	-0,760652	-0,111996
0,084599	-0,033943	-0,766303	-0,110089
0,081654	-0,034565	-0,771603	-0,108151
0,079109	-0,035103	-0,777178	-0,105916
0,075229	-0,035824	-0,782755	-0,103297
0,071876	-0,036447	-0,788461	-0,099751
0,068978	-0,036985	-0,793916	-0,096288
0,066474	-0,037451	-0,798450	-0,092590
0,062512	-0,038036	-0,802152	-0,088165
0,059087	-0,038541	-0,805044	-0,084268
0,056128	-0,038978	-0,807109	-0,079906
0,053570	-0,039355	-0,808262	-0,075414
0,049665	-0,039820	-0,808715	-0,071892
0,046289	-0,040221	-0,807155	-0,068397
0,043372	-0,040568	-0,803420	-0,066425
0,040851	-0,040868	-0,803229	-0,060364
0,036902	-0,041212	-0,798672	-0,056788
0,033490	-0,041510	-0,790720	-0,053716
0,030540	-0,041768	-0,786342	-0,051224
0,027991	-0,041990	-0,781347	-0,049034
0,025788	-0,042200	-0,774535	-0,045876
0,022288	-0,042381	-0,765792	-0,042948
0,019264	-0,042538	-0,757857	-0,038682
0,016650	-0,042673	-0,748486	-0,035592
0,014392	-0,042790	-0,739085	-0,031890
0,011089	-0,042809	-0,728972	-0,030373
0,008234	-0,042824	-0,721208	-0,027850
0,005767	-0,042838	-0,709383	-0,025832
0,003635	-0,042850	-0,701512	-0,023348
0,000535	-0,042796	-0,689848	-0,020097
-0,002144	-0,042750	-0,680779	-0,018029
-0,004459	-0,042710	-0,669959	-0,014236
-0,006460	-0,042676	-0,661366	-0,012928
-0,009195	-0,042602	-0,651193	-0,009772
-0,011558	-0,042538	-0,639887	-0,007696
-0,013601	-0,042482	-0,629792	-0,005594
-0,015367	-0,042434	-0,619060	-0,004465
-0,017796	-0,042362	-0,609477	-0,003724
-0,019896	-0,042300	-0,598846	-0,003535
-0,021711	-0,042247	-0,587326	-0,001763
-0,023279	-0,042200	-0,572850	-0,001642
-0,025392	-0,042122	-0,559779	-0,002279
-0,027218	-0,042055	-0,545771	-0,002539
-0,028796	-0,041996	-0,530573	-0,002421
-0,030160	-0,041946	-0,514583	-0,004760
-0,031971	-0,041936	-0,500582	-0,006708
-0,033537	-0,041927	-0,482245	-0,008175
-0,034890	-0,041919	-0,465765	-0,011215
-0,036060	-0,041912	-0,447997	-0,013806
-0,037516	-0,041871	-0,430942	-0,013803
-0,038774	-0,041835	-0,410923	-0,014470
-0,039862	-0,041805	-0,391309	-0,015986
-0,040802	-0,041778	-0,372043	-0,018471
-0,041739	-0,041777	-0,352229	-0,019336
-0,042548	-0,041776	-0,334038	-0,020155
-0,043248	-0,041775	-0,313707	-0,019851
-0,043853	-0,041774	-0,296046	-0,022047
-0,044376	-0,041848	-0,276733	-0,020799
-0,044823	-0,041912	-0,256137	-0,021076
-0,045209	-0,041967	-0,236819	-0,021605
-0,045543	-0,042015	-0,219797	-0,022605
-0,045832	-0,042075	-0,200007	-0,023089
-0,045873	-0,042127	-0,182994	-0,024538
-0,045909	-0,042171	-0,165289	-0,025157
-0,045939	-0,042210	-0,149157	-0,025729
-0,045966	-0,042244	-0,131093	-0,025915
-0,045630	-0,042296	-0,113474	-0,027469
-0,045340	-0,042341	-0,096838	-0,027979
-0,045089	-0,042380	-0,077976	-0,027806
-0,044872	-0,042414	-0,061784	-0,027729
-0,044095	-0,042473	-0,044355	-0,027409
-0,043423	-0,042524	-0,026906	-0,026843
-0,042843	-0,042568	-0,008771	-0,026553
-0,042341	-0,042607	0,009217	-0,026574
-0,041236	-0,042656	0,026263	-0,026103
-0,040281	-0,042698	0,043146	-0,024648
-0,039456	-0,042735	0,059797	-0,023282
-0,038743	-0,042766	0,075798	-0,021415
-0,037391	-0,042689	0,091940	-0,019837
-0,036223	-0,042622	0,107644	-0,017497
-0,035213	-0,042564	0,124163	-0,014987
-0,034340	-0,042514	0,139957	-0,012600
-0,032724	-0,042347	0,155994	-0,009688
-0,031328	-0,042203	0,172421	-0,006376
-0,030121	-0,042079	0,188425	-0,002501
-0,029078	-0,041971	0,204571	0,001227
-0,027148	-0,041749	0,220568	0,004974
-0,025481	-0,041557	0,238370	0,009477
-0,024040	-0,041391	0,252815	0,013694
-0,022794	-0,041248	0,269493	0,017430
-0,020624	-0,040952	0,287396	0,020459
-0,018749	-0,040697	0,303447	0,024379
-0,017128	-0,040476	0,320194	0,027621
-0,015727	-0,040285	0,336077	0,030551
-0,013308	-0,039882	0,351539	0,034348
-0,011217	-0,039535	0,366710	0,038623
-0,009409	-0,039234	0,382225	0,042210
-0,007847	-0,038975	0,397659	0,045979
-0,006503	-0,038499	0,412697	0,049760
-0,004045	-0,038088	0,426562	0,054439
-0,001921	-0,037733	0,440261	0,058897
-0,000086	-0,037426	0,454053	0,063112
0,001501	-0,037158	0,466985	0,067370
0,004289	-0,036584	0,479861	0,071935
0,006700	-0,036087	0,492742	0,076911
0,008783	-0,035658	0,505303	0,081447
0,010583	-0,035287	0,518201	0,086162
0,013594	-0,034648	0,530415	0,091050
0,016197	-0,034096	0,543339	0,096089
0,018446	-0,033618	0,555087	0,101148
0,020390	-0,033206	0,567337	0,104960
0,023618	-0,032483	0,579894	0,109502
0,026407	-0,031858	0,591796	0,113608
0,028818	-0,031317	0,602678	0,117392
0,030902	-0,030851	0,613059	0,120680
0,034187	-0,029975	0,622320	0,124245
0,037027	-0,029219	0,630396	0,127778
0,039481	-0,028565	0,638605	0,130379
0,041602	-0,028000	0,646187	0,133296
0,045049	-0,027012	0,652903	0,135184
0,048029	-0,026159	0,659738	0,137612
0,050604	-0,025422	0,665988	0,140180
0,052829	-0,024784	0,671788	0,142381
0,056352	-0,023776	0,677758	0,144663
0,059397	-0,022904	0,683478	0,147268
0,062029	-0,022151	0,689109	0,148724
0,064303	-0,021500	0,695294	0,150633
0,067889	-0,020557	0,700604	0,152228
0,070988	-0,019741	0,706350	0,153734
0,073666	-0,019036	0,711606	0,155198
0,075980	-0,018427	0,716455	0,155902
0,079718	-0,017531	0,720266	0,157072
0,082949	-0,016756	0,724482	0,158336
0,085741	-0,016087	0,726806	0,158271
0,088153	-0,015509	0,729157	0,158414
0,091836	-0,014725	0,730178	0,157850
0,095019	-0,014047	0,730643	0,157309
0,097770	-0,013462	0,730088	0,156751
0,100148	-0,012955	0,728541	0,155293
0,102202	-0,012204	0,725722	0,154032
0,105556	-0,011554	0,722093	0,151985
0,108454	-0,010992	0,718143	0,149872
0,110959	-0,010507	0,713138	0,147322
0,113124	-0,010087	0,707674	0,144233
0,116473	-0,009489	0,702102	0,141021
0,119367	-0,008971	0,696346	0,137450
0,121868	-0,008524	0,691697	0,137328
0,124029	-0,008138	0,685510	0,134620
0,127313	-0,007571	0,677506	0,130887
0,130150	-0,007080	0,671618	0,127950
0,132602	-0,006657	0,665807	0,125738
0,134722	-0,006291	0,657856	0,122162
0,137735	-0,005810	0,652521	0,118801
0,140339	-0,005395	0,648380	0,116981
0,142590	-0,005036	0,642235	0,111973
0,144535	-0,004725	0,636869	0,108441
0,147352	-0,004273	0,632684	0,105659
0,149787	-0,003882	0,626970	0,103978
0,151891	-0,003544	0,622339	0,101042
0,153710	-0,003253	0,616095	0,098957
0,156178	-0,002925	0,610609	0,095312
0,158310	-0,002641	0,602233	0,091926
0,160154	-0,002396	0,593910	0,088439
0,161747	-0,002184	0,582686	0,084613
0,163902	-0,002022	0,573292	0,081468
0,165766	-0,001881	0,559444	0,076256
0,167376	-0,001759	0,547746	0,071263
0,168767	-0,001654	0,534130	0,066822
0,170520	-0,001650	0,520084	0,062007
0,172034	-0,001646	0,506553	0,056942
0,173342	-0,001643	0,493738	0,053396
0,174473	-0,001641	0,478559	0,048144
0,176242	-0,001670	0,464158	0,042105
0,177770	-0,001696	0,451404	0,038078
0,179090	-0,001717	0,439912	0,033514
0,180232	-0,001736	0,426996	0,028991
0,181329	-0,001935	0,414605	0,023816
0,182721	-0,002107	0,403336	0,019199
0,183924	-0,002255	0,391970	0,014396
0,184964	-0,002384	0,380610	0,010263
0,185863	-0,002625	0,368966	0,004232
0,186926	-0,002833	0,356933	0,000358
0,187844	-0,003013	0,344780	-0,003985
0,188637	-0,003169	0,331691	-0,008949
0,189323	-0,003303	0,318210	-0,013999
0,189921	-0,003532	0,303884	-0,018670
0,190439	-0,003730	0,289912	-0,023430
0,190886	-0,003902	0,274745	-0,027490
0,191272	-0,004050	0,260788	-0,031722
0,191608	-0,004378	0,246086	-0,036446
0,191899	-0,004661	0,232566	-0,040962
0,192150	-0,004906	0,218206	-0,045824
0,192367	-0,005118	0,204115	-0,050098
0,192518	-0,005525	0,189370	-0,054370
0,192648	-0,005876	0,175252	-0,059165
0,192760	-0,006180	0,160755	-0,063616
0,192858	-0,006442	0,145894	-0,068294
0,192811	-0,006988	0,130285	-0,073115
0,192771	-0,007459	0,114770	-0,077769
0,192736	-0,007866	0,099012	-0,082135
0,192706	-0,008219	0,082192	-0,086812
0,192348	-0,008860	0,065885	-0,091614
0,192039	-0,009414	0,049224	-0,095745
0,191772	-0,009892	0,032512	-0,099786
0,191542	-0,010306	0,014977	-0,103694
0,190757	-0,011037	-0,002384	-0,106692
0,190079	-0,011669	-0,020044	-0,110367
0,189493	-0,012215	-0,036844	-0,113508
0,188987	-0,012686	-0,054418	-0,116402
0,187934	-0,013390	-0,071577	-0,119175
0,187024	-0,013999	-0,089191	-0,122042
0,186238	-0,014525	-0,106184	-0,124809
0,185558	-0,014979	-0,123330	-0,127652
0,184174	-0,015740	-0,140606	-0,130452
0,182977	-0,016397	-0,158484	-0,133252
0,181943	-0,016966	-0,175525	-0,135455
0,181049	-0,017457	-0,192802	-0,137702
0,180276	-0,018191	-0,209831	-0,139789
0,178630	-0,018825	-0,226518	-0,141737
0,177207	-0,019373	-0,243236	-0,143927
0,175978	-0,019847	-0,259781	-0,145603
0,174915	-0,020257	-0,275707	-0,146888
0,172814	-0,020942	-0,291531	-0,148144
0,170998	-0,021535	-0,307088	-0,149464
0,169429	-0,022047	-0,322467	-0,150099
0,168072	-0,022490	-0,337711	-0,151226
0,165675	-0,023094	-0,352150	-0,152236
0,163602	-0,023617	-0,365714	-0,152856
0,161811	-0,024068	-0,379082	-0,154007
0,160263	-0,024459	-0,392117	-0,154386
0,157686	-0,025131	-0,405082	-0,154118
0,155459	-0,025712	-0,417607	-0,155205
0,153534	-0,026214	-0,429949	-0,155133
0,151870	-0,026649	-0,441719	-0,155360
0,149034	-0,027380	-0,452470	-0,155339
0,146583	-0,028013	-0,463767	-0,154905
0,144465	-0,028560	-0,475032	-0,154277
0,142635	-0,029032	-0,486014	-0,153734
0,139704	-0,029775	-0,497296	-0,153030
0,137170	-0,030417	-0,507750	-0,152421
0,134981	-0,030971	-0,518503	-0,151968
0,133089	-0,031451	-0,528574	-0,150274
0,129865	-0,032244	-0,538470	-0,148973
0,127080	-0,032930	-0,547819	-0,147397
0,124672	-0,033523	-0,555825	-0,145420
0,122591	-0,034035	-0,563306	-0,143006
0,119313	-0,034818	-0,570349	-0,140468
0,116479	-0,035495	-0,576961	-0,137642
0,114030	-0,036080	-0,582910	-0,135634
0,111913	-0,036586	-0,588286	-0,132470
0,108669	-0,037314	-0,593673	-0,128849
0,105866	-0,037943	-0,599143	-0,125250
0,103443	-0,038487	-0,604033	-0,121996
0,101349	-0,038957	-0,609109	-0,118586
0,098262	-0,039583	-0,614255	-0,114211
0,095594	-0,040124	-0,619407	-0,110720
0,093288	-0,040592	-0,624474	-0,107684
0,091295	-0,040996	-0,630463	-0,104247
0,089573	-0,041574	-0,636741	-0,100824
0,086659	-0,042073	-0,642782	-0,097559
0,084142	-0,042504	-0,648346	-0,093616
0,081965	-0,042877	-0,653353	-0,089414
0,080085	-0,043199	-0,657428	-0,085022
0,077143	-0,043584	-0,661238	-0,081173
0,074601	-0,043916	-0,663736	-0,076815
0,072404	-0,044203	-0,665660	-0,072073
0,070505	-0,044451	-0,666528	-0,067179
0,067389	-0,044713	-0,666699	-0,062516
0,064695	-0,044939	-0,665961	-0,057618
0,062367	-0,045135	-0,664925	-0,052301
0,060355	-0,045304	-0,663018	-0,046946
