Ax	Ay	Gx	Gy
2,865221	1,444791	-270,825012	324,901917
2,861419	1,445570	-269,626984	326,680054
2,858133	1,446242	-270,084900	324,415649
2,855293	1,446824	-271,023651	325,037994
2,851243	1,450686	-267,083527	326,390381
2,847743	1,454025	-268,158234	323,350769
2,844718	1,456910	-269,765808	322,624390
2,842104	1,459403	-269,933350	322,268127
2,841340	1,461558	-268,720612	321,688721
2,840679	1,466013	-266,450714	324,853333
2,840108	1,469864	-269,376129	325,144745
2,839615	1,473192	-269,053558	327,297180
2,839883	1,476068	-269,317810	329,021667
2,837993	1,475507	-273,211578	330,919312
2,836360	1,475023	-273,590118	330,658752
2,834949	1,474604	-273,510010	327,311188
2,833729	1,474242	-276,834656	325,775635
2,834288	1,474074	-275,771057	323,634003
2,834770	1,473928	-276,752411	324,090942
2,835188	1,473803	-276,514526	329,508789
2,835548	1,473695	-272,507782	331,883301
2,837413	1,473751	-274,610931	331,356110
2,839025	1,473800	-272,763184	330,900513
2,840418	1,473842	-272,388062	331,864319
2,841622	1,473878	-270,299042	332,154236
2,841316	1,471316	-264,963989	332,133301
2,841052	1,469102	-267,819733	329,128601
2,840823	1,467188	-268,522980	329,789917
2,840626	1,465534	-268,451996	329,139648
2,839150	1,464450	-268,933655	326,812866
2,837875	1,463512	-270,435974	325,073456
2,836773	1,462702	-270,512543	319,497528
2,835821	1,462001	-273,293823	322,416595
2,836638	1,461442	-274,068451	322,495789
2,837344	1,460958	-273,651886	325,550842
2,837954	1,460540	-275,599731	325,476074
2,838482	1,460178	-279,726715	325,818695
2,840124	1,460306	-275,826904	323,671234
2,841543	1,460417	-272,456512	326,702484
2,842769	1,460513	-273,073303	325,385315
2,843829	1,460595	-273,742126	326,690552
2,843675	1,458395	-273,641388	330,126434
2,843542	1,456494	-276,269409	330,380768
2,843427	1,454850	-276,368591	330,736328
2,843328	1,453430	-274,417969	331,179382
2,841904	1,449817	-271,646118	330,476257
2,840673	1,446694	-271,151154	328,918304
2,839609	1,443996	-270,859131	331,780243
2,838690	1,441664	-271,421265	332,353088
2,842051	1,439648	-268,784729	333,255432
2,844956	1,438478	-265,827332	331,048676
2,847467	1,437466	-269,380402	330,499054
2,849637	1,436592	-272,451141	330,702820
2,851511	1,435837	-269,810547	329,657135
2,854398	1,433158	-270,650787	332,418793
2,856893	1,430842	-271,784241	335,348541
2,859049	1,428841	-271,270508	336,251526
2,860913	1,427112	-271,369537	336,896149
2,863629	1,426367	-271,183624	333,923645
2,865977	1,425723	-272,380493	331,897675
2,868006	1,425167	-270,156769	331,232788
2,869760	1,424686	-272,171814	329,843628
2,872345	1,424995	-272,012726	330,000610
2,874579	1,425262	-272,146759	328,914490
2,876509	1,425493	-272,534088	325,532227
2,878178	1,425692	-274,090637	325,731476
2,877683	1,426444	-272,720795	324,274628
2,877255	1,427094	-274,659271	327,359711
2,876885	1,427655	-274,434021	327,039368
2,876566	1,428141	-272,746033	324,997681
2,875005	1,429397	-272,644745	325,676758
2,873657	1,430482	-271,471191	328,028473
2,872491	1,431420	-272,493256	329,925171
2,871484	1,432231	-270,661469	333,329193
2,871793	1,433542	-269,078369	331,655457
2,872061	1,434675	-272,733124	330,073181
2,872292	1,435654	-272,497833	330,470520
2,872491	1,436501	-271,615723	330,270905
2,873951	1,434986	-270,174591	328,197815
2,875213	1,433678	-270,422394	332,650879
2,876303	1,432547	-269,822021	332,155243
2,877245	1,431569	-268,895905	332,677185
2,878899	1,431417	-268,638519	331,906464
2,880328	1,431285	-268,144562	333,955475
2,881563	1,431170	-267,717682	332,060944
2,882630	1,431072	-268,706299	328,930298
2,881956	1,431868	-270,375244	329,347015
2,881373	1,429375	-274,261200	330,657471
2,880869	1,427220	-273,954224	331,518494
2,880434	1,425358	-274,096191	329,411774
2,881226	1,423748	-276,798248	327,591064
2,881911	1,420242	-276,689880	328,189606
2,882502	1,417212	-274,695648	327,077820
2,883014	1,414594	-270,664307	326,795746
2,883456	1,412331	-273,289215	328,045258
2,885115	1,408687	-272,706940	328,853638
2,886549	1,405538	-274,647308	331,860107
2,887789	1,402817	-276,324249	332,557861
2,888861	1,400465	-275,601440	333,432404
2,890550	1,399707	-276,741577	331,608887
2,892010	1,399053	-276,505157	328,811127
2,893272	1,398487	-277,251099	328,157990
2,894363	1,397999	-275,859467	330,037109
2,898819	1,398547	-276,421570	328,403015
2,902670	1,399020	-278,129150	325,225922
2,905999	1,399430	-276,346802	325,466766
2,908876	1,399783	-275,077911	326,760956
2,912043	1,401097	-274,117035	327,064911
2,914781	1,402232	-271,250275	325,834290
2,917146	1,403213	-269,722992	327,350098
2,919191	1,404060	-270,575134	327,845581
2,921284	1,405556	-271,990356	325,965973
2,923093	1,406848	-272,670441	326,785126
2,924656	1,407965	-274,208496	326,135529
2,926007	1,408931	-274,451691	326,931671
2,922148	1,407714	-273,575836	328,162750
2,918812	1,406663	-271,189819	328,819427
2,915929	1,405755	-269,670746	330,472992
2,913437	1,404970	-271,887512	330,951813
2,909226	1,402500	-272,174286	330,415344
2,905586	1,400365	-270,793060	329,408661
2,902441	1,398521	-268,784821	331,389496
2,899722	1,396926	-267,456482	330,657837
2,898289	1,396809	-265,358185	330,432770
2,897051	1,396708	-266,395599	331,460052
2,895981	1,396620	-266,613403	329,904297
2,895056	1,396544	-268,023438	327,337952
2,895184	1,396479	-267,884491	328,649628
2,895295	1,397578	-270,615265	326,660858
2,895391	1,398528	-269,445709	325,485107
2,895474	1,399349	-266,670105	326,641052
2,896866	1,400059	-269,022736	327,504303
2,900190	1,401717	-268,883881	328,929138
2,903063	1,403150	-268,220856	328,667236
2,905546	1,404389	-268,869659	329,662689
2,907691	1,405460	-269,701874	328,350922
2,910183	1,404563	-269,878113	327,896027
2,912337	1,403789	-270,301910	331,032501
2,914198	1,403119	-269,174896	334,421967
2,915807	1,402540	-268,472382	333,414398
2,917618	1,397205	-269,358551	331,729065
2,919183	1,392595	-271,753479	331,901611
2,920535	1,388610	-270,565155	334,358551
2,921704	1,385166	-271,710236	333,223846
2,923263	1,383460	-270,663544	330,206848
2,924610	1,381985	-272,474030	330,450287
2,925774	1,380711	-271,866669	331,746704
2,926780	1,379609	-272,699310	333,274384
2,927981	1,379883	-269,074738	332,015350
2,929018	1,380120	-266,621002	332,692047
2,929915	1,380324	-268,980286	332,733856
2,930690	1,380501	-271,019287	330,869415
2,931784	1,381777	-271,423920	329,258087
2,932730	1,382879	-268,787018	329,766083
2,933547	1,383833	-266,236572	330,340851
2,934254	1,384656	-266,340210	331,244873
2,932235	1,383601	-268,873383	328,903778
2,930491	1,382690	-267,397278	329,731384
2,928984	1,381902	-267,886353	328,953308
2,927681	1,381221	-269,802368	326,787567
2,924643	1,379271	-270,100708	329,124237
2,922017	1,377585	-267,507690	329,514648
2,919748	1,376129	-267,438782	329,987793
2,917787	1,374870	-266,971954	326,867096
2,914067	1,377952	-265,889709	327,699677
2,910851	1,380616	-268,212524	329,369507
2,908072	1,382919	-269,133972	327,826050
2,905671	1,384909	-269,930328	329,750244
2,904380	1,386628	-269,804047	331,684723
2,903264	1,389007	-270,509430	331,591766
2,902300	1,391063	-273,291138	333,412018
2,901466	1,392840	-272,301331	336,885712
2,900742	1,394376	-273,210724	336,629730
2,895558	1,393867	-270,467010	336,679993
2,891078	1,393428	-271,761169	333,601074
2,887207	1,393048	-271,793579	332,297668
2,883861	1,392720	-272,636139	332,121490
2,882315	1,390575	-271,463745	330,340179
2,880980	1,388721	-271,265045	330,294006
2,879825	1,387118	-272,858124	325,502655
2,878828	1,385734	-272,198608	325,977448
2,876323	1,383083	-270,271088	327,202301
2,874159	1,380792	-269,283997	325,817291
2,872288	1,378812	-269,652710	330,865021
2,870672	1,377101	-269,699860	334,005707
2,876275	1,379834	-272,319946	333,597656
2,881117	1,382197	-272,005005	333,245026
2,885302	1,384239	-271,868561	333,211761
2,888919	1,386003	-272,293671	331,010925
2,895622	1,388682	-273,475586	333,181519
2,901415	1,390997	-274,904327	334,378662
2,906421	1,392998	-273,152496	333,919983
2,910748	1,394727	-273,403290	333,795105
2,912062	1,394275	-273,755798	331,243561
2,913197	1,393884	-272,838654	328,359650
2,914177	1,393547	-271,638763	325,867218
2,915025	1,393255	-267,886658	326,835541
2,916208	1,393973	-269,531097	328,486938
2,917229	1,394594	-271,631073	328,149323
2,918113	1,395131	-272,224182	326,907257
2,918876	1,395594	-275,316132	329,227692
2,923078	1,400059	-277,173798	329,061035
2,926710	1,403917	-277,421722	329,460022
2,929849	1,407252	-274,377869	331,976929
2,932561	1,410133	-272,969025	333,473358
2,932471	1,412169	-270,529633	333,273346
2,932393	1,414989	-271,679535	333,507751
2,932325	1,417427	-270,365479	331,538239
2,932267	1,419533	-269,094055	331,465179
2,929863	1,421353	-267,995239	332,895325
2,927785	1,420671	-268,131653	332,909546
2,925989	1,420081	-266,348969	329,799469
2,924437	1,419572	-269,016693	331,455750
2,923096	1,419131	-266,570831	329,221802
2,922724	1,419359	-268,122406	329,598969
2,922402	1,419555	-270,820892	333,590302
2,922124	1,419725	-271,523987	330,523560
2,921884	1,419872	-273,353424	327,194366
2,919647	1,418090	-274,527252	326,489197
2,917714	1,416550	-273,641144	329,273651
2,916044	1,415219	-272,875336	331,001312
2,914600	1,414069	-273,299530	329,100555
2,914235	1,411481	-270,136505	331,123230
2,913920	1,409245	-272,561554	333,142822
2,913648	1,407312	-271,670776	332,444672
2,913413	1,405642	-271,308197	329,261932
2,911242	1,405482	-271,266357	329,497894
2,909366	1,405344	-270,822937	330,516357
2,907744	1,405225	-271,797272	329,360229
2,906343	1,405122	-271,417542	327,410767
2,906097	1,406155	-268,645752	327,083496
2,905885	1,407047	-269,101105	325,035828
2,905702	1,407818	-266,779541	327,881836
2,905543	1,408485	-264,908905	328,169373
2,903715	1,410156	-261,663147	329,639679
2,902134	1,411600	-263,066437	328,195282
2,900769	1,412848	-265,229492	329,119049
2,899589	1,413927	-267,370422	327,745331
2,899460	1,418464	-269,627960	328,051422
2,899349	1,422386	-269,678467	330,759552
2,899254	1,425775	-269,857880	330,656433
2,899171	1,428704	-270,284424	329,209778
2,893887	1,431796	-268,616760	327,823761
2,889320	1,434468	-270,976624	329,476746
2,885374	1,436777	-269,757996	326,018158
2,881963	1,438773	-271,284149	326,015686
2,880377	1,440502	-270,974060	328,592896
2,879007	1,442422	-270,977570	327,290619
2,877823	1,444082	-274,374481	327,115417
2,876799	1,445516	-271,065521	325,742188
2,876219	1,446756	-272,821442	325,369934
2,873595	1,448106	-270,537842	324,505188
2,871328	1,449272	-270,464813	321,585754
2,869369	1,450280	-271,216248	321,641998
2,867676	1,451152	-274,445007	323,862671
2,867556	1,449595	-273,027039	325,103119
2,867453	1,448249	-271,122803	325,767883
2,867363	1,447086	-273,685486	326,342407
2,867286	1,446081	-276,307526	328,739502
2,865799	1,445730	-274,908234	331,218445
2,864514	1,445427	-275,463715	328,880951
2,863403	1,445165	-278,794647	328,897125
2,862443	1,444938	-277,736481	328,368073
2,862775	1,442577	-276,278961	329,947174
2,863061	1,440536	-275,019287	329,682831
2,863308	1,438773	-276,917236	329,182861
2,863522	1,437248	-274,892151	328,615021
2,861951	1,436521	-272,598969	331,246643
2,860594	1,435893	-269,395294	332,163452
2,859421	1,435350	-267,984070	331,055206
2,858407	1,434880	-268,936523	329,825928
2,858547	1,435178	-269,623901	334,057983
2,858669	1,435435	-267,774384	332,964081
2,858774	1,435657	-268,348022	333,240479
2,858865	1,435849	-269,115295	330,085449
2,860006	1,434009	-268,420868	328,852051
2,860993	1,432418	-269,857025	329,550903
2,861845	1,431044	-267,840118	331,648193
2,862582	1,429856	-266,640015	329,388123
2,864506	1,426809	-269,403992	329,063934
2,866168	1,424176	-269,892181	328,919495
2,867605	1,421901	-268,956543	328,523163
2,868846	1,419934	-270,455750	328,723663
2,871045	1,416087	-269,715118	327,267883
2,872946	1,412762	-267,717468	330,082367
2,874588	1,409888	-267,348572	328,170624
2,876008	1,407405	-268,251526	324,210571
2,878255	1,405258	-265,638031	323,231689
2,880197	1,404468	-267,587738	323,878998
2,881875	1,403784	-269,680023	327,017792
2,883325	1,403194	-270,402252	327,286896
2,884574	1,402683	-270,347656	328,877014
2,886548	1,403171	-270,843475	330,251251
2,888254	1,403592	-270,593201	330,352905
2,889728	1,403957	-274,313812	331,119537
2,891003	1,404271	-275,357239	328,931213
2,890122	1,402590	-276,259033	327,039978
2,889362	1,401136	-277,581421	326,355774
2,888704	1,399880	-279,131561	326,850494
2,888136	1,398794	-278,977936	328,092590
2,888627	1,398857	-280,338470	327,265503
2,889051	1,398911	-280,564026	325,057373
2,889417	1,398958	-282,116516	327,764679
2,889734	1,398999	-280,607391	330,240204
2,890812	1,402831	-277,809845	328,985809
2,891743	1,406143	-278,107178	326,951416
2,892549	1,409006	-275,649048	325,871979
2,893245	1,411480	-276,782745	326,975403
2,894809	1,414307	-276,133453	326,707245
2,896160	1,416750	-274,214752	325,932465
2,897328	1,418861	-278,665527	325,127106
2,898338	1,420686	-280,747253	327,281921
2,897160	1,423063	-280,510040	327,786682
2,896143	1,425117	-278,675995	328,494415
2,895263	1,426893	-278,176971	327,341248
2,894503	1,428427	-276,659637	327,973694
2,892061	1,427547	-275,212524	327,977264
2,889951	1,426786	-275,047913	326,215546
2,888127	1,426129	-271,376007	324,149963
2,886550	1,425561	-271,324951	324,401123
2,886308	1,422937	-270,194794	323,124878
2,886099	1,420669	-265,959930	326,230286
2,885918	1,418709	-265,693848	328,371094
2,885762	1,417015	-267,500214	326,963165
2,886793	1,413879	-266,074768	328,189972
2,887684	1,411169	-268,643951	328,571442
2,888455	1,408827	-270,457092	329,172638
2,889120	1,406802	-273,517395	328,334656
2,890289	1,405053	-275,347717	328,832245
2,891300	1,401639	-277,608337	329,398041
2,892173	1,398689	-278,068787	332,602142
2,892928	1,396140	-277,109161	329,398041
2,893580	1,393936	-276,008301	327,036163
2,892268	1,393171	-276,821716	328,660309
2,891134	1,392510	-275,216858	329,928223
2,890153	1,391939	-273,558350	329,666443
2,889306	1,391446	-270,767456	326,046326
2,889467	1,392270	-271,206299	324,003723
